C/A,UNIT,DATE,TIME,ENTRIES,EXITS,num_turnstiles_per_group
A021,R032,11/27/2019,07:00:00,414,580,8
R145,R032,12/16/2019,07:00:00,451,580,8
R143,R032,12/23/2019,07:00:00,288,580,8
N062,R011,01/27/2019,03:00:00,355,577,10
N060,R010,02/19/2019,01:00:00,1813,578,9
R145,R032,07/13/2019,08:00:00,214,579,8
R148,R033,11/07/2019,23:00:00,3235,581,6
R145,R032,12/06/2019,07:00:00,449,579,8
A021,R032,12/13/2019,07:00:00,444,579,8
R151,R033,01/01/2019,03:00:00,1833,577,9
R143,R032,01/11/2019,07:00:00,323,578,8
N060,R010,01/20/2019,09:00:00,331,577,9
R148,R033,03/05/2019,23:00:00,4630,578,8
R147,R033,06/17/2019,00:00:00,3077,577,9
R148,R033,07/15/2019,20:00:00,3359,578,8
N060,R010,08/26/2019,02:00:00,1210,577,9
R145,R032,11/27/2019,07:00:00,431,579,7
R145,R032,12/07/2019,03:00:00,731,578,8
N062A,R010,12/14/2019,05:00:00,951,576,10
N063A,R011,12/30/2019,03:00:00,697,574,12
N063A,R011,01/10/2019,03:00:00,626,573,12
R147,R033,01/20/2019,23:00:00,1925,576,9
N060,R010,02/11/2019,01:00:00,1613,576,9
R147,R033,03/27/2019,00:00:00,4225,576,9
R148,R033,05/20/2019,00:00:00,2699,577,8
R151,R033,08/30/2019,04:00:00,1479,576,9
N060,R010,10/10/2019,02:00:00,2253,576,9
N062A,R010,10/10/2019,06:00:00,531,575,10
R145,R032,12/01/2019,23:00:00,577,578,7
N062A,R010,12/15/2019,09:00:00,645,575,10
N060,R010,03/04/2019,01:00:00,1640,575,9
R147,R033,03/12/2019,00:00:00,3375,575,9
R151,R033,05/19/2019,08:00:00,514,575,9
R148,R033,06/20/2019,00:00:00,3823,576,8
R151,R033,07/27/2019,04:00:00,2404,575,9
N060,R010,08/15/2019,02:00:00,2190,575,9
R147,R033,10/29/2019,00:00:00,4359,575,9
R147,R033,11/18/2019,07:00:00,369,575,9
A021,R032,12/18/2019,07:00:00,473,576,8
R151,R033,01/02/2019,03:00:00,2089,574,9
R143,R032,01/23/2019,07:00:00,340,575,8
R148,R033,01/23/2019,23:00:00,4361,575,8
R151,R033,02/18/2019,07:00:00,524,574,9
R143,R032,03/03/2019,23:00:00,732,575,8
R151,R033,03/23/2019,04:00:00,2815,574,9
N060,R010,07/23/2019,02:00:00,1708,574,9
R147,R033,09/24/2019,00:00:00,4240,574,9
A021,R032,11/08/2019,07:00:00,428,575,8
N062,R011,11/30/2019,03:00:00,432,573,10
R148,R033,04/17/2019,00:00:00,4479,574,8
R148,R033,04/18/2019,00:00:00,4634,574,8
N060,R010,05/02/2019,02:00:00,2216,573,9
N062A,R010,05/01/2019,06:00:00,780,572,10
N063,R011,07/01/2019,00:00:00,1414,572,10
R147,R033,07/23/2019,00:00:00,2865,573,9
N060,R010,08/05/2019,02:00:00,1202,573,9
R145,R032,10/12/2019,08:00:00,199,574,8
R143,R032,01/04/2019,07:00:00,356,573,8
R151,R033,01/10/2019,03:00:00,1562,572,9
N062,R011,01/18/2019,03:00:00,244,571,10
N063,R011,02/24/2019,11:00:00,1198,571,10
N063,R011,03/12/2019,08:00:00,4327,571,10
R148,R033,04/26/2019,00:00:00,3062,573,8
R151,R033,05/18/2019,04:00:00,2395,572,9
N060,R010,06/25/2019,02:00:00,1695,572,9
N060,R010,06/26/2019,02:00:00,2163,572,9
R151,R033,07/05/2019,08:40:36,443,572,9
R148,R033,12/29/2019,11:00:00,585,575,6
R143,R032,01/22/2019,07:00:00,330,572,8
R148,R033,01/24/2019,23:00:00,4709,572,8
N062,R011,02/21/2019,03:00:00,234,570,10
R148,R033,02/18/2019,23:00:00,2454,572,8
N062,R011,03/16/2019,08:00:00,518,570,10
N063,R011,03/18/2019,08:00:00,4390,570,10
N063A,R011,05/12/2019,04:00:00,504,568,12
R145,R032,05/11/2019,08:00:00,214,572,8
R148,R033,06/03/2019,00:00:00,2162,572,8
N060,R010,06/12/2019,02:00:00,2159,571,9
R148,R033,07/17/2019,00:00:00,4024,572,8
R148,R033,07/21/2019,00:00:00,2678,572,8
N063,R011,10/27/2019,12:00:00,1664,570,10
R148,R033,11/03/2019,00:00:00,2030,574,6
A021,R032,12/02/2019,07:00:00,367,572,8
N062,R011,02/03/2019,03:00:00,277,569,10
N063A,R011,03/17/2019,04:00:00,551,567,12
R147,R033,04/01/2019,00:00:00,2623,570,9
R151,R033,08/03/2019,04:00:00,2455,570,9
R148,R033,09/13/2019,00:00:00,3497,571,8
R151,R033,11/13/2019,03:00:00,1632,570,9
A021,R032,01/24/2019,07:00:00,420,570,8
N063A,R011,01/19/2019,07:00:00,744,566,12
N063,R011,02/17/2019,11:00:00,1203,568,10
N062A,R010,03/22/2019,02:00:00,2403,568,10
R151,R033,04/08/2019,04:00:00,1131,569,9
N062,R011,08/16/2019,08:59:49,2212,568,10
N060,R010,09/05/2019,02:00:00,1891,569,9
N060,R010,10/17/2019,02:00:00,2949,569,9
R147,R033,11/22/2019,07:00:00,440,569,9
A021,R032,12/06/2019,07:00:00,434,570,8
N063A,R011,12/19/2019,19:00:00,296,566,12
N060,R010,01/01/2019,05:00:00,1449,568,9
N060,R010,09/09/2019,02:00:00,1242,568,9
N060,R010,10/22/2019,02:00:00,1799,568,9
R151,R033,11/01/2019,04:00:00,1886,568,9
R151,R033,01/04/2019,03:00:00,2014,567,9
R143,R032,01/25/2019,07:00:00,327,568,8
N063,R011,04/09/2019,08:00:00,4396,566,10
N062A,R010,06/19/2019,06:00:00,588,566,10
R148,R033,09/11/2019,00:00:00,3400,568,8
N062A,R010,11/23/2019,05:00:00,1053,566,10
N062,R011,03/01/2019,03:00:00,330,565,10
N063,R011,03/19/2019,08:00:00,4275,565,10
N062A,R010,04/18/2019,06:00:00,574,565,10
R148,R033,06/06/2019,00:00:00,4011,567,8
R145,R032,06/15/2019,08:00:00,201,567,8
N062A,R010,06/30/2019,06:00:00,1129,565,10
R151,R033,08/17/2019,08:00:00,576,566,9
N063A,R011,09/05/2019,04:00:00,285,563,12
R145,R032,11/16/2019,03:00:00,746,567,8
N063A,R011,12/16/2019,03:00:00,707,563,12
N063A,R011,01/09/2019,03:00:00,625,562,12
R147,R033,03/20/2019,00:00:00,4103,565,9
R143,R032,04/01/2019,00:00:00,633,566,8
N063A,R011,08/18/2019,04:00:00,580,562,12
R151,R033,12/17/2019,03:00:00,1564,565,9
R148,R033,02/07/2019,23:00:00,4686,565,8
R148,R033,02/27/2019,23:00:00,4574,565,8
A021,R032,05/04/2019,08:00:00,166,565,8
N062A,R010,05/10/2019,06:00:00,646,563,10
R151,R033,05/04/2019,04:00:00,2742,564,9
R147,R033,05/31/2019,00:00:00,3879,564,9
N060,R010,09/26/2019,02:00:00,2231,564,9
R147,R033,11/04/2019,07:00:00,409,564,9
A021,R032,01/03/2019,07:00:00,465,564,8
N062A,R010,01/06/2019,09:00:00,498,562,10
N062A,R010,01/26/2019,05:00:00,929,562,10
R143,R032,02/01/2019,07:00:00,322,564,8
A021,R032,02/19/2019,07:00:00,453,564,8
N062A,R010,04/10/2019,06:00:00,545,562,10
N062,R011,07/06/2019,08:00:00,432,562,10
R148,R033,12/17/2019,23:00:00,3014,566,6
R143,R032,01/07/2019,07:00:00,351,563,8
R148,R033,01/20/2019,11:00:00,511,563,8
A021,R032,03/07/2019,07:00:00,453,563,8
N062,R011,04/13/2019,08:00:00,553,561,10
N063,R011,06/03/2019,00:00:00,1022,561,10
N063A,R011,07/27/2019,04:00:00,601,559,12
R145,R032,09/01/2019,04:00:00,366,563,8
R148,R033,09/11/2019,08:29:05,111,563,8
N060,R010,10/02/2019,02:00:00,2015,562,9
A021,R032,11/02/2019,08:00:00,193,563,8
R148,R033,11/14/2019,23:00:00,3085,565,6
N063,R011,11/23/2019,23:00:00,1304,561,10
N063,R011,12/12/2019,23:00:00,1439,566,5
N063A,R011,01/12/2019,07:00:00,801,558,12
R147,R033,02/20/2019,23:00:00,3213,561,9
N062,R011,03/29/2019,12:00:00,491,560,10
N063,R011,03/25/2019,08:00:00,4167,560,10
N060,R010,10/04/2019,02:00:00,2461,561,9
R147,R033,11/27/2019,07:00:00,438,562,8
R147,R033,12/02/2019,07:00:00,327,561,9
A021,R032,12/09/2019,07:00:00,399,562,8
R147,R033,01/01/2019,11:00:00,817,560,9
R143,R032,01/14/2019,07:00:00,323,561,8
N062A,R010,04/17/2019,06:00:00,503,559,10
N062A,R010,06/25/2019,06:00:00,582,559,10
N060,R010,10/14/2019,02:00:00,1580,560,9
N060,R010,10/16/2019,02:00:00,2024,560,9
R145,R032,10/19/2019,08:00:00,241,561,8
R148,R033,10/20/2019,00:00:00,1880,563,6
N062,R011,11/13/2019,03:00:00,260,559,10
R151,R033,11/12/2019,03:00:00,1729,560,9
R151,R033,02/02/2019,03:00:00,2296,559,9
R145,R032,02/20/2019,07:00:00,437,560,8
R147,R033,03/03/2019,23:00:00,2117,559,9
N063,R011,03/13/2019,08:00:00,4274,558,10
R148,R033,07/30/2019,00:00:00,3575,560,8
R148,R033,08/12/2019,00:00:00,2280,560,8
R148,R033,09/25/2019,00:00:00,3706,560,8
N063A,R011,02/06/2019,03:00:00,647,555,12
R143,R032,02/03/2019,23:00:00,702,559,8
R151,R033,04/28/2019,04:00:00,2887,558,9
N063,R011,05/24/2019,08:00:00,3864,557,10
N062A,R010,07/05/2019,06:00:00,594,557,10
N062A,R010,07/25/2019,06:00:00,619,557,10
R151,R033,08/10/2019,04:00:00,2279,558,9
R145,R032,11/02/2019,08:00:00,191,559,8
A021,R032,11/18/2019,07:00:00,434,559,8
N062A,R010,11/16/2019,05:00:00,1061,557,10
N063,R011,01/01/2019,23:00:00,1114,556,10
N062A,R010,01/20/2019,09:00:00,472,556,10
N063A,R011,02/28/2019,03:00:00,648,554,12
N063,R011,04/22/2019,00:00:00,1310,556,10
R148,R033,01/03/2019,23:00:00,4394,557,8
A021,R032,01/16/2019,07:00:00,476,557,8
A021,R032,01/29/2019,07:00:00,461,557,8
A021,R032,02/06/2019,07:00:00,402,557,8
A021,R032,02/13/2019,07:00:00,419,557,8
N063,R011,03/29/2019,00:00:00,844,555,10
N063,R011,04/23/2019,00:00:00,1209,555,10
N062A,R010,08/28/2019,06:00:00,556,555,10
N062A,R010,12/13/2019,05:00:00,728,555,10
A021,R032,12/19/2019,07:00:00,422,557,8
R151,R033,01/09/2019,03:00:00,1783,555,9
R151,R033,01/25/2019,03:00:00,1633,555,9
N062A,R010,02/09/2019,05:00:00,1129,554,10
A021,R032,02/27/2019,07:00:00,478,556,8
N063,R011,03/27/2019,08:00:00,4122,554,10
R151,R033,03/24/2019,08:00:00,544,555,9
R151,R033,05/12/2019,04:00:00,2218,555,9
N063A,R011,05/25/2019,04:00:00,544,552,12
R148,R033,05/26/2019,00:00:00,3367,556,8
R145,R032,07/27/2019,08:00:00,191,556,8
N062A,R010,08/22/2019,06:00:00,548,554,10
R145,R032,11/11/2019,07:00:00,343,556,8
R148,R033,12/18/2019,23:00:00,3387,558,6
R151,R033,01/24/2019,03:00:00,1793,554,9
N063A,R011,03/05/2019,09:55:55,2209,551,12
N063,R011,03/29/2019,08:00:00,3788,553,10
N063A,R011,04/06/2019,04:00:00,508,551,12
R148,R033,07/05/2019,08:00:00,228,555,8
N062A,R010,07/24/2019,06:00:00,571,553,10
N060,R010,09/04/2019,02:00:00,1546,554,9
R151,R033,10/06/2019,04:00:00,2585,554,9
N062,R011,12/17/2019,03:00:00,263,553,10
R147,R033,12/15/2019,03:00:00,3096,554,9
R143,R032,03/04/2019,07:00:00,245,554,8
R148,R033,03/16/2019,00:00:00,3782,554,8
R151,R033,04/14/2019,08:00:00,622,553,9
N062,R011,12/24/2019,11:00:00,329,552,10
R147,R033,01/28/2019,23:00:00,2710,552,9
N063,R011,03/10/2019,12:00:00,1409,551,10
N063,R011,08/13/2019,07:48:01,3610,551,10
N060,R010,09/19/2019,02:00:00,2115,552,9
R151,R033,10/06/2019,08:00:00,490,552,9
R145,R032,12/19/2019,07:00:00,430,553,8
N060,R010,01/06/2019,09:00:00,371,551,9
R147,R033,01/13/2019,23:00:00,2202,551,9
R148,R033,03/21/2019,00:00:00,3937,552,8
A021,R032,04/06/2019,08:00:00,200,552,8
R143,R032,05/13/2019,00:00:00,604,552,8
N060,R010,06/04/2019,02:00:00,1677,551,9
N062A,R010,06/12/2019,06:00:00,560,550,10
N060,R010,08/06/2019,02:00:00,1716,551,9
R151,R033,09/28/2019,04:00:00,2277,551,9
N062A,R010,12/20/2019,05:00:00,975,550,10
N062A,R010,03/20/2019,02:00:00,1999,549,10
N062A,R010,04/03/2019,06:00:00,560,549,10
N063,R011,04/19/2019,08:00:00,3021,549,10
N060,R010,05/09/2019,02:00:00,2524,550,9
R148,R033,06/18/2019,00:00:00,2961,551,8
N062A,R010,08/09/2019,06:00:00,660,549,10
N062A,R010,08/26/2019,06:00:00,592,549,10
N063A,R011,11/23/2019,07:00:00,695,549,10
R148,R033,12/16/2019,23:00:00,3018,553,6
A021,R032,01/04/2019,07:00:00,455,550,8
N062A,R010,05/24/2019,06:00:00,630,548,10
R147,R033,05/21/2019,00:00:00,3767,549,9
R145,R032,06/30/2019,04:00:00,372,550,8
N062A,R010,08/08/2019,06:00:00,478,548,10
N060,R010,08/19/2019,02:00:00,1328,549,9
R148,R033,09/19/2019,00:00:00,3332,550,8
N060,R010,09/25/2019,02:00:00,1891,549,9
N062A,R010,10/17/2019,06:00:00,513,548,10
A021,R032,03/05/2019,07:00:00,460,549,8
R147,R033,04/08/2019,00:00:00,3250,548,9
R148,R033,05/13/2019,08:29:37,122,549,8
R148,R033,05/16/2019,00:00:00,4576,549,8
N062A,R010,06/24/2019,06:00:00,609,547,10
R145,R032,06/22/2019,08:00:00,186,549,8
R147,R033,07/24/2019,00:00:00,4567,548,9
A021,R032,08/03/2019,08:00:00,188,549,8
N063A,R011,08/11/2019,04:00:00,511,545,12
N062A,R010,09/06/2019,06:00:00,673,547,10
R147,R033,12/06/2019,07:00:00,441,548,9
R147,R033,12/09/2019,07:00:00,383,548,9
R147,R033,12/19/2019,07:00:00,345,548,9
R148,R033,12/15/2019,11:00:00,434,551,6
A021,R032,01/08/2019,07:00:00,468,548,8
N063A,R011,02/14/2019,11:45:47,1080,544,12
N063,R011,03/23/2019,12:00:00,2114,546,10
N060,R010,07/30/2019,02:00:00,1638,547,9
N060,R010,08/22/2019,02:00:00,2022,547,9
N060,R010,09/03/2019,02:00:00,1106,547,9
N062,R011,01/17/2019,03:00:00,288,545,10
R148,R033,02/07/2019,08:38:01,126,547,8
R148,R033,02/13/2019,23:00:00,4468,547,8
N062,R011,03/05/2019,11:00:00,895,545,10
N062A,R010,05/23/2019,06:00:00,566,545,10
N060,R010,10/23/2019,02:00:00,2315,546,9
R148,R033,10/20/2019,12:00:00,734,549,6
N062A,R010,10/27/2019,06:00:00,1119,545,10
R147,R033,11/08/2019,07:00:00,464,546,9
A021,R032,03/30/2019,08:00:00,212,546,8
R148,R033,04/13/2019,00:00:00,4144,546,8
N062A,R010,06/20/2019,06:00:00,555,544,10
R148,R033,10/15/2019,00:00:00,2453,546,8
R148,R033,12/12/2019,23:00:00,3319,548,6
N062A,R010,12/25/2019,09:00:00,430,544,10
N062,R011,02/22/2019,03:00:00,281,543,10
R148,R033,03/08/2019,20:03:53,1386,545,8
R147,R033,03/18/2019,00:00:00,3035,544,9
N062A,R010,10/07/2019,06:00:00,522,543,10
R151,R033,10/26/2019,04:00:00,2181,544,9
A021,R032,01/02/2019,07:00:00,444,544,8
R151,R033,03/31/2019,04:00:00,2515,543,9
N060,R010,07/18/2019,02:00:00,3218,543,9
N062,R011,07/23/2019,12:00:00,698,542,10
R147,R033,11/15/2019,07:00:00,416,543,9
A021,R032,11/23/2019,03:00:00,412,544,8
A021,R032,01/15/2019,07:00:00,447,543,8
A021,R032,02/20/2019,07:00:00,452,543,8
A021,R032,03/06/2019,07:00:00,453,543,8
N062A,R010,04/04/2019,06:00:00,571,541,10
R147,R033,04/02/2019,00:00:00,2802,542,9
R147,R033,05/08/2019,00:00:00,3944,542,9
A021,R032,05/18/2019,08:00:00,234,543,8
A021,R032,05/25/2019,08:00:00,165,543,8
R148,R033,07/18/2019,00:00:00,3799,543,8
N062A,R010,08/17/2019,06:00:00,845,541,10
R145,R032,11/14/2019,07:00:00,462,543,8
N062A,R010,12/08/2019,05:00:00,1133,542,9
R145,R032,02/22/2019,07:00:00,427,542,8
N060,R010,04/10/2019,02:00:00,2251,541,9
R147,R033,05/07/2019,00:00:00,3455,541,9
N062A,R010,06/07/2019,06:00:00,713,540,10
N062A,R010,06/08/2019,06:00:00,810,540,10
N060,R010,06/17/2019,02:00:00,1306,541,9
N060,R010,07/16/2019,02:00:00,1650,541,9
N062A,R010,07/16/2019,06:00:00,540,540,10
N062,R011,11/06/2019,03:00:00,293,540,10
N063A,R011,12/10/2019,03:00:00,643,539,11
R143,R032,12/27/2019,07:00:00,292,542,8
N060,R010,01/14/2019,01:00:00,1350,540,9
A021,R032,01/30/2019,07:00:00,424,541,8
A021,R032,02/21/2019,07:00:00,366,541,8
N063,R011,02/17/2019,23:00:00,1050,539,10
N062A,R010,03/15/2019,06:00:00,701,539,10
N062A,R010,07/02/2019,06:00:00,722,539,10
N062A,R010,07/11/2019,06:00:00,664,539,10
N063A,R011,07/06/2019,04:00:00,445,537,12
N062A,R010,08/21/2019,06:00:00,528,539,10
A021,R032,08/31/2019,08:00:00,212,541,8
R148,R033,09/05/2019,00:00:00,2949,541,8
R151,R033,09/14/2019,04:00:00,2366,540,9
R148,R033,10/01/2019,00:00:00,2432,541,8
A021,R032,02/08/2019,07:00:00,450,540,8
R148,R033,04/25/2019,00:00:00,4529,540,8
N062A,R010,05/02/2019,06:00:00,614,538,10
N060,R010,05/08/2019,02:00:00,2222,539,9
N063,R011,05/23/2019,07:42:51,3631,538,10
N062A,R010,06/18/2019,06:00:00,596,538,10
N062A,R010,08/07/2019,06:00:00,572,538,10
N060,R010,08/27/2019,02:00:00,1595,539,9
R148,R033,09/10/2019,00:00:00,2826,540,8
R151,R033,09/08/2019,04:00:00,2585,539,9
R143,R032,09/28/2019,08:00:00,216,540,8
N063,R011,10/20/2019,00:00:00,1296,538,10
N063,R011,11/17/2019,23:00:00,1064,538,10
R147,R033,11/25/2019,07:00:00,403,539,9
R147,R033,01/20/2019,11:00:00,625,538,9
N063,R011,03/28/2019,00:00:00,766,537,10
R147,R033,03/26/2019,00:00:00,3222,538,9
R148,R033,06/13/2019,00:00:00,3915,539,8
R147,R033,07/05/2019,08:00:00,582,538,9
R147,R033,07/12/2019,00:00:00,4212,538,9
N063A,R011,08/30/2019,04:00:00,375,535,12
R151,R033,09/29/2019,04:00:00,2246,538,9
R145,R032,12/02/2019,07:00:00,337,540,7
A021,R032,01/17/2019,07:00:00,481,538,8
N063,R011,03/22/2019,08:00:00,3911,536,10
N062A,R010,04/22/2019,06:00:00,461,536,10
N062A,R010,05/03/2019,06:00:00,655,536,10
R151,R033,06/16/2019,04:00:00,2144,537,9
R147,R033,11/02/2019,08:00:00,433,537,9
R151,R033,11/06/2019,03:00:00,2019,537,9
N062A,R010,12/21/2019,05:00:00,1149,536,10
R151,R033,01/11/2019,03:00:00,1603,536,9
N062,R011,01/25/2019,03:00:00,263,535,10
N063,R011,03/20/2019,08:00:00,4341,535,10
R151,R033,04/07/2019,08:00:00,589,536,9
R148,R033,06/04/2019,00:00:00,3491,537,8
N062A,R010,09/12/2019,06:00:00,546,535,10
R148,R033,11/03/2019,11:00:00,798,539,6
N062,R011,12/19/2019,18:10:58,163,535,10
R151,R033,12/23/2019,03:00:00,1922,537,8
N060,R010,01/28/2019,01:00:00,1599,535,9
N063,R011,03/03/2019,11:00:00,1322,534,10
R147,R033,03/28/2019,00:00:00,4246,535,9
N062A,R010,04/09/2019,06:00:00,537,534,10
N062A,R010,04/25/2019,06:00:00,561,534,10
R151,R033,07/07/2019,04:00:00,2069,535,9
R151,R033,07/14/2019,08:00:00,450,535,9
A021,R032,08/10/2019,08:00:00,205,536,8
N060,R010,09/10/2019,02:00:00,1747,535,9
R148,R033,10/17/2019,00:00:00,3201,536,8
R148,R033,11/21/2019,23:00:00,3227,538,6
R151,R033,12/28/2019,07:00:00,562,535,9
N062A,R010,01/01/2019,09:00:00,570,533,10
N063,R011,01/21/2019,23:00:00,1091,533,10
R143,R032,07/27/2019,12:00:00,141,541,2
N063,R011,09/02/2019,00:00:00,1160,533,10
N063A,R011,08/27/2019,04:00:00,296,530,12
R151,R033,10/19/2019,04:00:00,2175,533,9
R151,R033,12/18/2019,03:00:00,1854,534,8
R151,R033,02/08/2019,03:00:00,1916,532,9
N062A,R010,03/13/2019,06:00:00,592,531,10
R151,R033,03/24/2019,04:00:00,2610,532,9
R148,R033,05/03/2019,00:00:00,4254,533,8
R147,R033,05/09/2019,00:00:00,4404,533,8
R148,R033,05/17/2019,00:00:00,4650,533,8
R148,R033,07/09/2019,00:00:00,3394,533,8
R151,R033,09/08/2019,08:00:00,570,532,9
R145,R032,02/27/2019,07:00:00,449,532,8
N060,R010,03/13/2019,02:00:00,2365,531,9
N063,R011,03/11/2019,08:00:00,4308,530,10
N062,R011,05/04/2019,08:00:00,546,530,10
R147,R033,06/19/2019,00:00:00,4312,531,9
R148,R033,07/16/2019,00:00:00,3411,532,8
R148,R033,07/19/2019,00:00:00,4123,532,8
N060,R010,09/20/2019,02:00:00,2279,531,9
N063,R011,01/06/2019,11:00:00,1113,529,10
R143,R032,01/06/2019,23:00:00,636,531,8
N063A,R011,02/20/2019,03:00:00,632,527,12
R145,R032,02/21/2019,07:00:00,354,531,8
R145,R032,02/26/2019,07:00:00,422,531,8
N062A,R010,05/21/2019,06:00:00,584,529,10
N062,R011,05/27/2019,08:00:00,394,529,10
R151,R033,08/27/2019,04:00:00,989,530,9
N063,R011,12/01/2019,23:00:00,877,529,10
N062,R011,12/10/2019,03:00:00,259,529,10
N063A,R011,01/31/2019,03:00:00,536,526,12
R151,R033,01/26/2019,07:00:00,473,529,9
R148,R033,02/06/2019,23:00:00,4498,530,8
N062,R011,03/06/2019,03:00:00,215,528,10
N063,R011,03/15/2019,08:00:00,3762,528,10
N060,R010,05/28/2019,02:00:00,1196,529,9
N062A,R010,10/02/2019,06:00:00,568,528,10
R148,R033,10/27/2019,00:00:00,1834,532,6
R151,R033,11/02/2019,04:00:00,2146,529,9
A021,R032,01/07/2019,07:00:00,446,529,8
R145,R032,02/05/2019,07:00:00,457,529,8
N063A,R011,07/20/2019,04:00:00,549,525,12
N060,R010,08/12/2019,02:00:00,1167,528,9
R148,R033,09/17/2019,00:00:00,2517,529,8
N062A,R010,03/12/2019,06:00:00,568,526,10
A021,R032,03/23/2019,08:00:00,180,528,8
N062A,R010,05/16/2019,06:00:00,605,526,10
R145,R032,05/18/2019,08:00:00,219,528,8
R143,R032,10/28/2019,00:00:00,724,528,8
A021,R032,02/14/2019,07:00:00,478,527,8
N063A,R011,03/16/2019,04:00:00,564,523,12
N062A,R010,04/19/2019,06:00:00,538,525,10
N062A,R010,04/24/2019,06:00:00,547,525,10
N062A,R010,04/30/2019,06:00:00,601,525,10
R148,R033,05/01/2019,00:00:00,4061,527,8
R148,R033,05/21/2019,00:00:00,3632,527,8
N063,R011,07/15/2019,00:00:00,1101,525,10
R147,R033,09/23/2019,00:00:00,3821,526,9
N062A,R010,10/23/2019,06:00:00,479,525,10
R145,R032,11/09/2019,03:00:00,708,527,8
A021,R032,01/23/2019,07:00:00,477,526,8
R145,R032,02/25/2019,07:00:00,402,526,8
R148,R033,02/25/2019,23:00:00,3847,526,8
N062A,R010,05/17/2019,06:00:00,663,524,10
R147,R033,05/14/2019,00:00:00,2486,525,9
N060,R010,08/08/2019,02:00:00,2128,525,9
N062A,R010,08/25/2019,06:00:00,771,524,10
N063A,R011,11/12/2019,03:00:00,503,522,12
N063A,R011,01/03/2019,03:00:00,640,521,12
R145,R032,03/06/2019,07:00:00,446,525,8
R148,R033,03/05/2019,07:00:00,134,525,8
N060,R010,04/22/2019,02:00:00,1262,524,9
N060,R010,07/09/2019,02:00:00,1864,524,9
N062A,R010,08/14/2019,06:00:00,444,523,10
N060,R010,10/30/2019,02:00:00,2063,524,9
R151,R033,01/05/2019,07:00:00,449,523,9
A021,R032,02/05/2019,07:00:00,455,524,8
N062A,R010,02/24/2019,09:00:00,519,522,10
N063A,R011,02/26/2019,03:00:00,630,520,12
R147,R033,03/19/2019,00:00:00,3233,523,9
R151,R033,04/14/2019,04:00:00,2626,523,9
N062A,R010,08/16/2019,06:00:00,608,522,10
R145,R032,12/09/2019,07:00:00,409,524,8
R145,R032,12/14/2019,03:00:00,657,524,8
N063,R011,01/20/2019,11:00:00,931,521,10
R147,R033,01/29/2019,23:00:00,3182,522,9
R148,R033,02/17/2019,23:00:00,2524,523,8
R145,R032,03/01/2019,07:00:00,343,523,8
R147,R033,03/11/2019,00:00:00,2851,522,9
N063,R011,03/27/2019,00:00:00,736,521,10
N062A,R010,05/09/2019,06:00:00,521,521,10
N062A,R010,05/31/2019,06:00:00,627,521,10
N060,R010,06/10/2019,02:00:00,1333,522,9
N060,R010,07/22/2019,02:00:00,1256,522,9
R151,R033,07/28/2019,08:00:00,510,522,9
N062A,R010,10/03/2019,06:00:00,527,521,10
A021,R032,11/11/2019,07:00:00,379,523,8
N063,R011,11/10/2019,23:00:00,1265,521,10
A021,R032,11/16/2019,03:00:00,457,523,8
R145,R032,01/10/2019,07:00:00,434,522,8
N062A,R010,05/22/2019,06:00:00,630,520,10
R145,R032,05/25/2019,08:00:00,172,522,8
N062A,R010,07/09/2019,06:00:00,560,520,10
R145,R032,01/02/2019,07:00:00,459,521,8
R145,R032,01/07/2019,07:00:00,405,521,8
R145,R032,01/15/2019,07:00:00,423,521,8
R143,R032,01/31/2019,07:00:00,269,521,8
N063A,R011,02/18/2019,03:00:00,682,517,12
R151,R033,04/21/2019,04:00:00,2400,520,9
R151,R033,05/05/2019,08:00:00,516,520,9
R151,R033,05/25/2019,04:00:00,2174,520,9
R145,R032,06/01/2019,08:00:00,239,521,8
N062A,R010,06/13/2019,06:00:00,574,519,10
N062A,R010,09/09/2019,06:00:00,577,519,10
A021,R032,01/25/2019,07:00:00,485,520,8
R151,R033,02/16/2019,07:00:00,534,519,9
R145,R032,03/05/2019,07:00:00,404,520,8
R147,R033,03/13/2019,00:00:00,4083,519,9
N060,R010,04/08/2019,02:00:00,1202,519,9
N062,R011,04/10/2019,09:10:58,3442,518,10
A021,R032,04/27/2019,08:00:00,207,520,8
N063A,R011,05/26/2019,04:00:00,458,516,12
N060,R010,10/28/2019,02:00:00,1263,519,9
R148,R033,01/09/2019,23:00:00,4346,519,8
N063A,R011,01/15/2019,03:00:00,615,515,12
N063A,R011,02/12/2019,03:00:00,666,515,12
R148,R033,03/12/2019,00:00:00,3154,519,8
N062A,R010,04/02/2019,06:00:00,564,517,10
N062A,R010,05/08/2019,06:00:00,600,517,10
R147,R033,05/04/2019,08:00:00,458,518,9
N062A,R010,05/29/2019,06:00:00,567,518,9
N062A,R010,06/01/2019,06:00:00,896,517,10
N063,R011,08/05/2019,00:00:00,1113,517,10
R145,R032,10/26/2019,08:00:00,255,519,8
R145,R032,12/23/2019,07:00:00,365,519,8
N063A,R011,06/28/2019,04:00:00,437,514,12
R143,R032,06/29/2019,08:00:00,283,518,8
R148,R033,07/01/2019,00:00:00,2240,518,8
N063,R011,07/22/2019,00:00:00,1208,516,10
N063,R011,02/10/2019,23:00:00,916,515,10
R151,R033,04/26/2019,04:00:00,2216,516,9
N062A,R010,05/07/2019,06:00:00,531,515,10
